Generations, Best Fitness, Execution Time (ms)
10 ; 3181 ; 498
20 ; 3596 ; 330
30 ; 4077 ; 349
40 ; 4421 ; 390
50 ; 4565 ; 469
60 ; 4846 ; 496
70 ; 5218 ; 575
80 ; 5701 ; 650
90 ; 5577 ; 707
100 ; 5418 ; 892
110 ; 5687 ; 1104
120 ; 5670 ; 1074
130 ; 5659 ; 1084
140 ; 5714 ; 1187
150 ; 6067 ; 1360
160 ; 5699 ; 1329
170 ; 5734 ; 1399
180 ; 6005 ; 1500
190 ; 6180 ; 1641
200 ; 5982 ; 1642
210 ; 5967 ; 1735
220 ; 5965 ; 1877
230 ; 6116 ; 1921
240 ; 5731 ; 2056
250 ; 6479 ; 2062
260 ; 62
